entity,epoch,relation,step,train_acc_step,train_loss_step,user
0.0012340069515630603,0,9.118451998801902e-06,49,0.5,0.6928387416710393,0.0022260150872170925
1.5640624042134732e-05,0,2.230717388584935e-09,99,0.375,0.6931513671573164,0.0001912291336338967
