epoch,step,train_acc_step,train_loss_step
0,1059,0.5625,0.6931471692679434
0,1069,0.3125,0.6931471879011695
0,1079,0.40625,0.6931471695809148
0,1089,0.5,0.6931471545480086
0,1099,0.4375,0.6931472022883944
0,1109,0.28125,0.6931471919614126
0,1119,0.53125,0.6931471759195211
0,1129,0.65625,0.6931471912996623
0,1139,0.5,0.6931471772724696
0,1149,0.53125,0.6931471851514843
0,1159,0.46875,0.6931471851644386
0,1169,0.5625,0.6931471789967452
0,1179,0.53125,0.693147178573995
0,1189,0.53125,0.693147181209949
0,1199,0.5,0.6931471782365459
0,1209,0.5625,0.6931471768371132
0,1219,0.625,0.693147182908103
0,1229,0.53125,0.6931471841185937
0,1239,0.5,0.6931471823327618
0,1249,0.40625,0.6931471632055831
0,1259,0.4375,0.6931471770311419
0,1269,0.625,0.6931471830592241
0,1279,0.5625,0.6931471850191886
0,1289,0.25,0.6931471813840001
0,1299,0.65625,0.6931471834196538
0,1309,0.46875,0.6931471825151639
0,1319,0.46875,0.693147180069701
0,1329,0.40625,0.6931471839257274
0,1339,0.625,0.6931471795016148
0,1349,0.46875,0.6931471812926872
0,1359,0.5,0.6931471829901308
0,1369,0.34375,0.6931471830541169
0,1379,0.53125,0.693147181983081
0,1389,0.6875,0.6931471823001818
0,1399,0.4375,0.6931471825863393
0,1409,0.75,0.6931471822665005
0,1419,0.46875,0.6931471825502921
0,1429,0.625,0.6931471821286983
0,1439,0.5625,0.6931471823379477
0,1449,0.5625,0.6931471820960172
0,1459,0.46875,0.6931471824585473
0,1469,0.5625,0.6931471825807323
0,1479,0.625,0.6931471822517064
0,1489,0.40625,0.6931471826640925
0,1499,0.59375,0.6931471825499098
0,1509,0.5625,0.6931471825921632
0,1519,0.40625,0.6931471825117563
0,1529,0.5625,0.693147182546463
0,1539,0.4375,0.6931471824436986
0,1549,0.53125,0.6931471824830304
0,1559,0.46875,0.6931471825771472
0,1569,0.46875,0.6931471825026982
0,1579,0.4375,0.6931471824558728
0,1589,0.5,0.6931471824897468
0,1599,0.53125,0.6931471824595871
0,1609,0.59375,0.6931471824681548
0,1619,0.5625,0.6931471824615183
0,1629,0.375,0.6931471824656554
0,1639,0.5625,0.6931471824651867
0,1649,0.6875,0.6931471824749673
0,1659,0.625,0.693147182489622
0,1669,0.5625,0.693147182488003
0,1679,0.5625,0.6931471824712538
0,1689,0.53125,0.6931471824683181
0,1699,0.46875,0.6931471824696488
0,1709,0.4375,0.6931471824591762
0,1719,0.59375,0.6931471824661133
0,1729,0.46875,0.6931471824602948
0,1739,0.5,0.6931471824629462
0,1749,0.375,0.6931471824647449
0,1759,0.5625,0.6931471824709137
0,1769,0.59375,0.6931471824640796
0,1779,0.40625,0.6931471824642416
0,1789,0.375,0.6931471824640376
0,1799,0.53125,0.6931471824650326
0,1809,0.46875,0.6931471824641597
0,1819,0.5,0.6931471824640643
0,1829,0.4375,0.6931471824649024
0,1839,0.46875,0.6931471824642685
0,1849,0.46875,0.6931471824646261
0,1859,0.46875,0.6931471824646525
0,1869,0.53125,0.6931471824645205
0,1879,0.53125,0.6931471824648232
0,1889,0.53125,0.6931471824644175
0,1899,0.34375,0.6931471824649652
0,1909,0.375,0.6931471824646056
0,1919,0.75,0.6931471824646124
0,1929,0.34375,0.6931471824646417
