entity,epoch,step,train_acc_epoch,train_acc_step,train_loss_epoch,train_loss_step,user,val_acc,val_loss
0.011156221851706505,0,49,,0.4375,,0.6972332311561331,0.011828797869384289,,
0.01213107816874981,0,99,,0.46875,,0.6772715146071278,0.011767293326556683,,
0.013132303021848202,0,149,,0.53125,,0.7219941059593111,0.013615122064948082,,
0.014333744533360004,0,199,,0.59375,,0.7099652562174015,0.014377819374203682,,
0.014984866604208946,0,249,,0.6875,,0.7132249444839545,0.01716615818440914,,
0.017526745796203613,0,299,,0.4375,,0.7221812013303861,0.017061440274119377,,
0.018282251432538033,0,349,,0.53125,,0.7200386358890682,0.019501540809869766,,
0.018666686490178108,0,399,,0.5625,,0.680372680304572,0.020212361589074135,,
0.019289568066596985,0,449,,0.5,,0.7454847260378301,0.020156605169177055,,
0.023862997069954872,0,499,,0.40625,,0.7537482695188373,0.023568667471408844,,
0.02483247220516205,0,549,,0.5625,,0.7213495010510087,0.023348871618509293,,
0.023074502125382423,0,599,,0.65625,,0.656002243515104,0.02350735478103161,,
0.025762535631656647,0,649,,0.375,,0.782180878915824,0.02653936669230461,,
0.025918813422322273,0,699,,0.4375,,0.7822379095596261,0.026925424113869667,,
0.02126372419297695,0,749,,0.65625,,0.5936894633341581,0.027662189677357674,,
0.02639480121433735,0,799,,0.46875,,0.6945329639129341,0.029236333444714546,,
0.02608232945203781,0,849,,0.5625,,0.7093192429747432,0.02865135297179222,,
0.028382902964949608,0,899,,0.5625,,0.7065499627497047,0.028519244864583015,,
0.03205440193414688,0,949,,0.4375,,0.8130212883697823,0.033004965633153915,,
0.032202307134866714,0,999,,0.5625,,0.8108986665029079,0.03217365965247154,,
0.03589790314435959,0,1049,,0.46875,,0.9323278835508972,0.03962937742471695,,
0.0379294827580452,0,1099,,0.5,,0.8370532391127199,0.03759156912565231,,
0.03644806146621704,0,1149,,0.5625,,0.9252859570551664,0.03788101300597191,,
0.03610093891620636,0,1199,,0.5625,,0.8279598526423797,0.039238061755895615,,
0.038660928606987,0,1249,,0.40625,,0.8944181785627734,0.04145867004990578,,
0.0383482500910759,0,1299,,0.5625,,0.8245484592698631,0.04041782766580582,,
0.03132220357656479,0,1349,,0.53125,,0.6619256797712296,0.035853106528520584,,
0.04040348529815674,0,1399,,0.4375,,0.8895891387946904,0.04028578847646713,,
0.03592366725206375,0,1449,,0.59375,,0.798957921564579,0.040819838643074036,,
0.034202948212623596,0,1499,,0.625,,0.624852140666917,0.036086563020944595,,
0.05019504576921463,0,1549,,0.5625,,1.1342927874065936,0.047409478574991226,,
0.04650468751788139,0,1599,,0.53125,,0.9070921097882092,0.04628022015094757,,
0.045343589037656784,0,1649,,0.53125,,0.9158751840004697,0.04627159982919693,,
0.035829875618219376,0,1699,,0.71875,,0.5930790315032937,0.037537481635808945,,
0.05140293762087822,0,1749,,0.5,,1.0648330253898166,0.05069077014923096,,
0.050964076071977615,0,1799,,0.53125,,1.3490543186780997,0.05496588349342346,,
0.0407615602016449,0,1849,,0.6875,,0.7258865968324244,0.039506882429122925,,
0.05403561145067215,0,1899,,0.5,,1.0754983899532817,0.049661632627248764,,
0.049897920340299606,0,1949,,0.59375,,0.9896626582012686,0.05259029194712639,,
0.05279966816306114,0,1999,,0.46875,,1.0631784394499846,0.054432209581136703,,
0.049977000802755356,0,2049,,0.5625,,1.0347918668703642,0.052007291465997696,,
0.05848678946495056,0,2099,,0.375,,1.3488663972530048,0.06134319305419922,,
0.0534275658428669,0,2149,,0.5,,1.172186922369292,0.054573819041252136,,
0.054921846836805344,0,2199,,0.5,,1.1930390526540577,0.05799590423703194,,
0.0595996156334877,0,2249,,0.4375,,1.4528406992521923,0.06145312264561653,,
0.05320995673537254,0,2299,,0.59375,,0.9432404617546126,0.048600200563669205,,
0.05454028397798538,0,2349,,0.59375,,1.1098896318580955,0.05322015658020973,,
0.056906137615442276,0,2399,,0.5,,1.3670459205459338,0.0636536180973053,,
0.05365850031375885,0,2449,,0.53125,,1.4089155178753572,0.055026132613420486,,
0.05387858673930168,0,2499,,0.59375,,0.9560480895925139,0.051366765052080154,,
0.05161828547716141,0,2549,,0.625,,0.9548966162838042,0.051859091967344284,,
0.0587322898209095,0,2599,,0.59375,,1.2584161283593858,0.06357359886169434,,
0.05570712313055992,0,2649,,0.53125,,1.2104605386321055,0.06190095096826553,,
0.06365158408880234,0,2699,,0.40625,,1.388099829586281,0.06447146832942963,,
0.04334815964102745,0,2749,,0.625,,0.7221967167861294,0.04809492826461792,,
0.06204718351364136,0,2799,,0.40625,,1.1195076600415632,0.06249930337071419,,
0.05287295579910278,0,2849,,0.59375,,0.9267862915294245,0.05223879590630531,,
0.05178941413760185,0,2899,,0.625,,0.9361839615266945,0.05310851335525513,,
0.06068811193108559,0,2949,,0.53125,,1.1360816892702132,0.060598522424697876,,
0.07478577643632889,0,2999,,0.5,,1.8544304795213975,0.07405545562505722,,
0.04425031319260597,0,3049,,0.6875,,0.7802051962495113,0.050318751484155655,,
0.07062512636184692,0,3099,,0.4375,,1.5427248474443331,0.06939291208982468,,
0.06041831150650978,0,3149,,0.5,,1.1191132739986642,0.061436522752046585,,
0.06627257168292999,0,3199,,0.34375,,1.4299382270764909,0.07118462771177292,,
0.062200915068387985,0,3249,,0.5625,,1.1308605713857105,0.06342535465955734,,
0.06287796050310135,0,3299,,0.5625,,1.2810995008330792,0.06145710125565529,,
