entity_emb_grad_norm,epoch,relation_emb_grad_norm,step,train_acc_step,train_loss_step,user_emb_grad_norm
0.005133584141731262,0,0.0033377923537045717,49,0.4375,0.6974514163739514,0.006710324436426163
0.003266514977440238,0,0.00080490717664361,99,0.4375,0.6919829466278316,0.003835017327219248
0.0025064421351999044,0,0.00034528705873526633,149,0.4375,0.6934672987736121,0.002453362103551626
